keyword,source,username,created_at,content_text,url,type,page_title,page_text_snippet,scraped_at
王飞跃,external_link,,,,http://t.cn/A6oZvDBQ,link_content,视频 - 微博,视频 - 微博 微博视频,2026-01-05 10:00:03
王飞跃,s.weibo.com,白茶清欢在路上,2019年11月27日 15:10,何中伟市长携市政府秘书长王飞跃及相关部门负责人听取“舟山大脑”建设情况汇报。为了今天这个汇报，下面的幕僚前前后后至少在这个大厅模拟听取汇报将近10次具体操作的公司昨晚一直加班到半夜十二点才走。 ​,https://weibo.com/detail/4443257675525872,post,,,2026-01-05 09:59:32
王飞跃,s.weibo.com,爱可可-爱生活,2017年07月25日 20:44,《平行将成为一种常态：从SimGAN获得CVPR 2017最佳论文奖说起》by 王坤峰 王飞跃 via:德先生O【重磅】平行将成为一种常态：从SimGAN获得CVPR 2017最佳论文奖说起​,https://weibo.com/detail/4133500086742488,post,,,2026-01-05 09:59:32
王飞跃,s.weibo.com,98跑,2024年09月14日 08:59,6米11！撑杆跳王子蒙多·杜普兰蒂斯轻松稳定钻石总决赛！#98跑陪你聊跑步#跑步超话​,https://weibo.com/detail/5078430067195939,post,,,2026-01-05 09:59:32
王飞跃,s.weibo.com,養馬養雕養蓉兒,2024年12月08日 15:28,"#杨旭文一晚上领了3个奖#楊先生在尖叫之夜真的好忙啊, 除了上台領獎三次, 還要跟蓉兒擊掌恭喜楊先生獲得飛躍演員獎, 恭喜西行獲得劇王, 這可是整個晚會最有份量的獎項了, 長安繼續加油, 但是拍打戲時也千萬要注意安全啊, 感覺你受的傷好像不只臉上的​",https://weibo.com/detail/5109331062163505,post,,,2026-01-05 09:59:32
王飞跃,s.weibo.com,介颗白菜,2024年11月03日 19:49,这个梁王组合跳跃好帅啊真的是非常漂亮舒展的跳跃卡点太帅了啊梁王组合｜王昶 梁伟铿cr🍠江笙L猜不隆咚菜的微博视频​,https://weibo.com/detail/5096713073202699,post,,,2026-01-05 09:59:32
王飞跃,external_link,,,,http://t.cn/A6napT2g,link_content,视频 - 微博,视频 - 微博 微博视频,2026-01-05 10:00:04
王飞跃,s.weibo.com,BigData大数据,2025年11月20日 12:35,石老师还在用小米手机发微博，是真的米粉。本来想搞Yu7，现在要转特斯拉了！@小米服务一@雷军@王斌_小米AI@崔宝秋-小米小米别丢了一个米粉，石老师的锁问题怎么解决？！！！@AI师傅孙志岗@王飞跃Fei-YueWang@爱可可-爱生活@金融八卦女//@宣化_微博:陪老婆学车坐副驾驶的感觉了,https://weibo.com/detail/5235035969424241,post,,,2026-01-05 09:59:32
王飞跃,s.weibo.com,王飞跃Fei-YueWang,2025年10月23日 12:35,"1023, Happy Smart You Day, 智侬节快乐O网页链接O网页链接​",https://weibo.com/detail/5224889193859430,post,,,2026-01-05 09:59:32
王飞跃,s.weibo.com,自动化学报,2025年10月15日 16:54,"北京交通大学张慧副教授等：视觉–语言–动作模型综述: 从前史到前沿张慧, 梁姝彤, 李明轩, 田永林, 葛经纬, 于慧, 李灵犀, 王飞跃. 视觉–语言–动作模型综述: 从前史到前沿. 自动化学报, 2025, 51(9): 1922−1950 doi: 10.16383/j.aas.c250417Zhang Hui, Liang Shu-Tong, Li Ming-Xuan, Tian Yong ​展开c",https://weibo.com/detail/5222055243157268,post,,,2026-01-05 09:59:32
王飞跃,s.weibo.com,香港民政及青年事務局,2025年09月27日 20:19,【香港．青年发展高峰论坛让青年联通世界跨越未来】民青局今日举办第二届香港．青年发展高峰论坛。高峰论坛以「联通世界　跨越未来」为主题，汇聚来自不同地区主管青年政策的主要领导官员及来自不同领域的业界翘楚担任演讲嘉宾，吸引逾3 000名青年登记参加，当中有约600人来自中国内地和33个海外国家 ​展开c,https://weibo.com/detail/5215584041043760,post,,,2026-01-05 09:59:32
王飞跃,s.weibo.com,网信新乡,2025年07月03日 11:28,【#西峡辅警勇救落水老人#】7月2日下午两点多，西峡县五里桥镇葛营村的水渠里上演了惊险一幕：一名七旬老人不慎失足落水，被暴雨上涨的河水冲至下游，命悬一线。刚要出门上班的西峡法院法警队辅警王飞听到群众呼救，立即跃入浑浊腥臭的水渠里进行救援。#豫人为善##宛美好人#​​​,https://weibo.com/detail/5184284928246261,post,,,2026-01-05 09:59:32
王飞跃,s.weibo.com,苏州新闻,2025年06月16日 15:08,【#39岁球员断过跟腱也未停止热爱足球#】6月15日晚，“苏超”第四轮苏州队客场挑战连云港队，39岁的王飞为苏州队攻入一球。他出生在扬州，从小热爱足球，8岁开始学习足球，一步步从宝应县踢进了专业梯队。踢球这些年，他的跟腱断裂过，因个人选择中断过踢球，可因为热爱，他重新回到绿茵场。“苏超”联 ​展开c,https://weibo.com/detail/5178179720580939,post,,,2026-01-05 09:59:32
王飞跃,s.weibo.com,苏州工业园区发布,2025年06月16日 14:08,【为你们点赞！#苏州队进球球员说打平太遗憾#】6月15日晚，“苏超”第四轮连云港vs苏州队比赛结束，双方1比1战平。赛后，苏州队进球球员王飞表示，进球很兴奋，打平太遗憾，感谢球迷远道而来的支持。#苏州一场未败##他刚刚为苏州队进了一球#@蟹视频L蟹视频的微博视频​​​,https://weibo.com/detail/5178164661716497,post,,,2026-01-05 09:59:32
王飞跃,external_link,,,,http://t.cn/A6enZTib,link_content,视频 - 微博,视频 - 微博 微博视频,2026-01-05 10:00:05
王飞跃,s.weibo.com,深度视频,2025年06月15日 21:04,【加油！#为苏州队进球的他来自建筑公司#】6月15日，“苏超”连云港VS苏州在连云港体育中心体育场打响。开场第17分钟，苏州队17号选手王飞接队友传球后，面对空门成功进球。39岁的王飞从小热爱足球，8岁开始学习足球。后来，他从扬州来到苏州生活。经过多年打拼，他与朋友合伙开了一家建筑工程公司。业 ​展开c,https://weibo.com/detail/5177906959484666,post,,,2026-01-05 09:59:32
王飞跃,s.weibo.com,摆渡辽河,2025年05月21日 13:58,王飞跃：加快构建自主学刊体系和评估制度O王飞跃：加快构建自主学刊体系和评估制度​,https://weibo.com/detail/5168740057484964,post,,,2026-01-05 09:59:32
王飞跃,s.weibo.com,王飞跃Fei-YueWang,2025年05月21日 11:50,王飞跃：加快构建自主学刊体系和评估制度O网页链接O网页链接​,https://weibo.com/detail/5168707722544360,post,,,2026-01-05 09:59:35
王飞跃,s.weibo.com,知识媒体实验室,2025年05月20日 23:08,"“以人为中心 AI（HCAI）” 与 “人- AI 交互（HAII）”斯坦福大学在 2019 年成立了“以人为中心 AI” （Human Centered AI, 简称 HCAI) 研究中心，目的是通过技术提升与伦理化设计手段 ，致力于融合技术、人、伦理三要素，开发出合乎人类道德伦理和惠及人类的 AI 系统。在技术层面，整合机器智能、 ​展开c",https://weibo.com/detail/5168516141683258,post,,,2026-01-05 09:59:35
王飞跃,s.weibo.com,ox_kkkwang,2025年05月15日 12:16,#张泽禹全员加速中第三期加速王#对不起啊妹子我不能和你玩了，我担又拿到全员加速中加速王了，我再也不上天台了，我变出翅膀飞去米其林餐厅享用大餐了，什么？你怎么知道我担演唱会唯一上脚ChristianLouboutin路铂廷双主推款，五次上身纪梵希含全国仅八件秀款了？哎呦没什么的，只是文武双状元被多个奢 ​展开c,https://weibo.com/detail/5166540001904811,post,,,2026-01-05 09:59:35
王飞跃,s.weibo.com,轻歌短棹,2025年05月08日 21:00,《知青岁月》征文文稿品读（十一）……三、男织：打儿时有记忆起织毛衣之类的事，都是由女性从事的。六七十年代的冬天比现在冷多了，冰雪冻凌手脸冻疮。御寒的毛衣裤，毛手套，还有风雪帽都是女人能在编织。可到了钟祥，这类活却反串给了男人。让我叹为观止。那时的 ​展开c,https://weibo.com/detail/5164135278711374,post,,,2026-01-05 09:59:35
王飞跃,s.weibo.com,王飞跃Fei-YueWang,2025年02月23日 09:37,【观点】中国自动化学会监事长王飞跃：我国生成式人工智能的发展现状与趋势O网页链接O网页链接​,https://weibo.com/detail/5137146635620216,post,,,2026-01-05 09:59:35
王飞跃,s.weibo.com,喜马拉雅豆芽,2025年02月22日 16:38,有关DeepSeek、科技竞逐、AGI的深度思考：王飞跃教授综合国内外AI技术的发展，强调DeepSeek今天的成就重塑了中国投资、引领人工智能技术和产业的信心，他认为OpenAI不会共享超级智能，只会把其他公司逼到死角。对于如何孵化出更多DeepSeek这样的团队，王飞跃引用AlphaGo、ChatGPT诞生的案例强调DeSci ​展开c,https://weibo.com/detail/5136890225492616,post,,,2026-01-05 09:59:35
王飞跃,s.weibo.com,yushengjiang,2025年01月20日 12:02,金观涛稀缺名作：用数学分析中国的兴盛与危机“我是20岁去北京，40岁到香港，60岁来台湾。”——金观涛老师如此概括他的人生。◎20多岁，在文G“武斗”中，发现朝代更替的数学规律金观涛是北大科研做得很牛的理工男，兴趣却转向了历史哲学。以往的M克思决定论，在他看来无法解释历史。他 ​展开c,https://weibo.com/detail/5124861938110839,post,,,2026-01-05 09:59:38
王飞跃,s.weibo.com,贤师荟讲师经纪人-皮皮,2025年01月16日 09:27,发布了头条文章：《王飞跃—从科研到应用的智能产业推动者》#企业培训  #科研超话O王飞跃—从科研到应用的智能产业推动者​,https://weibo.com/detail/5123373393251051,post,,,2026-01-05 09:59:38
王飞跃,external_link,,,,http://t.cn/A6ueZzIG,link_content,,,2026-01-05 10:00:07
王飞跃,s.weibo.com,未名书店,2025年01月03日 18:16,1⃣️AI3.0，梅拉妮·米歇尔 著，王飞跃 李玉柯 王晓 张慧 译，@四川科学技术出版社，2021年2月一版一印，九品左右，约四折，折后39.9；.豆瓣短评——1）“又是一本偏商业的综述。有几章像是深度学习的简略教程，但我认为有必要 - 相反，脱离技术而对人工智能夸夸其谈是可耻的，这一点值得警惕。”2） ​展开c,https://weibo.com/detail/5118795460381571,post,,,2026-01-05 09:59:38
王飞跃,s.weibo.com,王飞跃Fei-YueWang,2025年01月01日 16:32,【新年贺词】中国自动化学会理事长郑南宁院士、监事长王飞跃教授发表2025新年贺词O网页链接O网页链接​,https://weibo.com/detail/5118044353335135,post,,,2026-01-05 09:59:38
王飞跃,s.weibo.com,至顶网,2024年11月17日 16:55,发布了头条文章：《今天在PEC提示工程峰会上，王飞跃教授提出十个断言》O今天在PEC提示工程峰会上，王飞跃教授提出十个断言​,https://weibo.com/detail/5101742833796111,post,,,2026-01-05 09:59:38
王飞跃,external_link,,,,http://t.cn/A6ndx6jP,link_content,,,2026-01-05 10:00:08
王飞跃,s.weibo.com,刘全安的日记本,2024年10月23日 23:08,哥们跟着王飞跃和凯圣王引体向上练背两组连续一下子给我干力竭了背最近练的少了  可能肌肉又快没了所以拉都拉不上去了#记得小刘##百日练体##健身日记#​,https://weibo.com/detail/5092776913929093,post,,,2026-01-05 09:59:38
王飞跃,s.weibo.com,Aglaia柒y,2024年10月20日 11:07,卷王的跳跃🔺保镖：知道您老身手好，但我心脏可能受不了！LAglaia柒y的微博视频​,https://weibo.com/detail/5091508253886658,post,,,2026-01-05 09:59:41
王飞跃,external_link,,,,http://t.cn/A6EsdssG,link_content,视频 - 微博,视频 - 微博 微博视频,2026-01-05 10:00:09
王飞跃,s.weibo.com,未名书店,2024年09月27日 22:11,#新技术革命 #协同学.1⃣️金观涛 等 著《赛先生的梦魇：新技术革命二十讲》，@东方出版社，2019年2月1版1印，精装，九成新以上，七折售卖40.6元；.本书收入金观涛、王飞跃、胡泳、吴军等学者的二十余篇讲义，内容涉及“大数据”“人工智能”“区块链”“现代医学”等前沿科技领域。虽然以新技术革 ​展开c,https://weibo.com/detail/5083340534977438,post,,,2026-01-05 09:59:41
王飞跃,s.weibo.com,铺老三,2024年09月27日 19:01,2016年袁勇和王飞跃提出了区块链基础架构的“六层模型 ​,https://weibo.com/detail/5083292724626046,post,,,2026-01-05 09:59:41
王飞跃,s.weibo.com,爆炸小恐龙爱吃贪吃蛇,2024年08月26日 20:31,金铲铲太好玩儿了，怪不得王飞跃天天耍 ​,https://weibo.com/detail/5071719008569788,post,,,2026-01-05 09:59:41
王飞跃,s.weibo.com,左耳老师的微博,2024年07月27日 09:05,#IEEE TIV 被on hold#近日，影响因子为14的一区top期刊IEEE Transactions on Intelligent Vehicles（IEEE TIV）被标记为“on hold”。原因主要涉及到主编王飞跃教授的学术不端行为以及期刊内部管理可能存在的严重问题。以下是对这一事件的详细分析：一、事件背景IEEE TIV是全球第一份专注于智能车领 ​展开c,https://weibo.com/detail/5060674778563321,post,,,2026-01-05 09:59:41
王飞跃,s.weibo.com,自动化学报,2024年07月26日 16:47,"中国人民大学博士研究生李程等：基于区块链的联邦学习: 模型、方法与应用李程,  袁勇,  郑志勇,  杨东,  王飞跃.  基于区块链的联邦学习: 模型、方法与应用.  自动化学报,  2024, 50(6): 1059−1085 doi:  10.16383/j.aas.c230336Li Cheng,  Yuan Yong,  Zheng Zhi-Yong,  Yang Dong,  Wang Fei-Yue ​展开c",https://weibo.com/detail/5060428505810571,post,,,2026-01-05 09:59:41
王飞跃,s.weibo.com,李Sir的宙斯门派,2024年07月11日 18:39,“利用 Scopus 数据，统计了 2024 年上半年，全球高产学者发表论文的情况 。截止至统计时间（7 月 3 日），全球在本年度发表论文最多的前 20 位学者，他们发表论文的数量均达到或超过 100 篇。8 名在中国大学/研究机构任职的教授/研究员上榜: 东南大学曹进德教授以发表论文 182 篇位居榜首，南京邮电大 ​展开c,https://weibo.com/detail/5055021012224680,post,,,2026-01-05 09:59:41
王飞跃,s.weibo.com,卷二呀,2024年06月28日 20:38,#张真源 卷王#卷起来，自己卷自己的卷王卷王飞跃那一下太帅了！张真源@时代少年团-张真源张真源 卷王​,https://weibo.com/detail/5050339868803141,post,,,2026-01-05 09:59:44
王飞跃,external_link,,,,http://t.cn/A6Q9vHCL,link_content,微博投票,微博投票,2026-01-05 10:00:10
王飞跃,s.weibo.com,i商周,2024年06月17日 15:00,【朱嘉明：人工智能发展和突破的历史在不断放大了图灵的贡献】自OpenAI的ChatGPT亮相以来，人工智能大模型风靡全球，在讨论人类智慧与机器智能的交汇时，我们无法绕过一个名字——艾伦·图灵。6月7日晚间，由苇草智酷举办的纪念图灵逝世70周年的《AI时代的开启者》讨论活动在线上举行，讨论会共有4名业 ​展开c,https://weibo.com/detail/5046268386346986,post,,,2026-01-05 09:59:44
王飞跃,s.weibo.com,王飞跃Fei-YueWang,2024年06月17日 10:18,平行人类的平行经济——王飞跃教授做客杰出科学家系列讲座O网页链接O网页链接​,https://weibo.com/detail/5046197654130998,post,,,2026-01-05 09:59:44
王飞跃,s.weibo.com,爆炸小恐龙爱吃贪吃蛇,2024年05月29日 20:12,我要当王飞跃一辈子的梦女 ​,https://weibo.com/detail/5039461535056391,post,,,2026-01-05 09:59:44
王飞跃,s.weibo.com,第九百颗星星,2024年05月27日 04:11,前几天和鸡蛋全是吵架了吧 反正闹矛盾了。我最近情绪很容易不好 我一想到我要去北海了 我就很难过 我怕我和我们以后再也见不到了 不止鸡蛋 我在高中交的朋友都很好很好。徐淼韩诺言鸡蛋捏捏罗培元秀嫚龚琳皮裤李欣洪梦糖罐陈娜曹诗涵大炮高舒羽罗一博甚至王飞跃 老鳖 还有程硕 大家都很好。我一点也不 ​展开c,https://weibo.com/detail/5038495070421618,post,,,2026-01-05 09:59:44
王飞跃,s.weibo.com,唐者卢生,2024年05月22日 18:41,美赞臣｜#释放潜能飞跃成长#品牌焕新暨新国标产品上市发布会新国标产品重磅上市｜百名小车王飞跃广州塔会场／展台专用字体：我的〖正黑家族〗 ​,https://weibo.com/detail/5036902023171821,post,,,2026-01-05 09:59:44
王飞跃,s.weibo.com,美赞臣官方微博,2024年05月21日 20:35,美赞臣新国标产品重磅上市百名小车王飞跃广州塔🏆新国标产品科学营养加持💪真实有效守护宝宝成长起飞🥇#美赞臣#L美赞臣官方微博的微博视频​,https://weibo.com/detail/5036568429724213,post,,,2026-01-05 09:59:44
王飞跃,external_link,,,,http://t.cn/A6HXjSS0,link_content,视频 - 微博,视频 - 微博 微博视频,2026-01-05 10:00:11
王飞跃,s.weibo.com,自动化学报,2024年05月15日 15:56,"中国科学院大学缪青海副教授等：从基础智能到通用智能: 基于大模型的GenAI和AGI之现状与展望缪青海, 王兴霞, 杨静, 赵勇, 王雨桐, 陈圆圆, 田永林, 俞怡, 林懿伦, 鄢然, 马嘉琪, 那晓翔, 王飞跃. 从基础智能到通用智能: 基于大模型的GenAI和AGI之现状与展望. 自动化学报, 2024, 50(4): 674−687 doi: ​展开c",https://weibo.com/detail/5034323708740191,post,,,2026-01-05 09:59:44
王飞跃,s.weibo.com,IEEEJAS,2024年04月24日 09:18,"徐昌凯,  冯卫栋,  张淳杰,  郑晓龙,  张辉,  王飞跃.  针对身份证文本识别的黑盒攻击算法研究.  自动化学报,  2024, 50(1): 103−120 doi:  10.16383/j.aas.c230344LIEEEJAS的微博视频​",https://weibo.com/detail/5026613525220291,post,,,2026-01-05 09:59:44
王飞跃,external_link,,,,http://t.cn/A6TmandR,link_content,视频 - 微博,视频 - 微博 微博视频,2026-01-05 10:00:12

