batch_name,note_id,title,publish_time,note_type,author_id,author_name,like_count,comment_count,collect_count,share_count,url
王飞跃,68da42bb0000000013010dad,2025全球前2%顶尖科学家，清华全国第一！,2025-09-29,normal,6228870a0000000010008e88,量子位,100,23,48,32,https://www.xiaohongshu.com/explore/68da42bb0000000013010dad?xsec_token=ABhWi6GqMjMvbHf35H58n_bCqFLaDuKXkJ5dkXFjfZ9s4=
王飞跃,66a2081d0000000027013cf0,最近传出IEEE TIV主编对此的回应 罗生门？,2024-07-25,normal,647c634b0000000012034556,EI会议秘书小陈,86,57,28,164,https://www.xiaohongshu.com/explore/66a2081d0000000027013cf0?xsec_token=ABp505VIzxJJXwf3azrneLjyCCF25Ig4__EYfklIwHFOU=
王飞跃,68119ea5000000002102fbf9,CAA-IUKL携手推动自动化技术新发展,2025-04-30,normal,6627ce6e0000000007004264,KLUST中国运营部,3,0,3,1,https://www.xiaohongshu.com/explore/68119ea5000000002102fbf9?xsec_token=ABKayLAPVsqCILJvE4BZvLHUDCrGpqqNKrVTmVVESA0KQ=
王飞跃,68679ebf0000000015020807,IEEE-TIV On Hold后竟升中科院1区TOP！？,2025-07-04,normal,630c1139000000001200c755,得辅学术,3,0,0,2,https://www.xiaohongshu.com/explore/68679ebf0000000015020807?xsec_token=ABTwkKN0r1yJF3NXwaV070jtcHCq6TeLc4Hfdg_oJ_fqE=
王飞跃,66a7326b000000000d03125b,TIV最新内幕消息，feiyue本人回应,2024-07-29,normal,5a0e3706b1da1411f494665c,盘丝洞不要乱闯啊,113,25,37,67,https://www.xiaohongshu.com/explore/66a7326b000000000d03125b?xsec_token=ABUf7ZCZs2I44bbwShYtW3bWabbHhcX6fn0-6lI7QI-j8=
王飞跃,678861b0000000001c00d25e,王飞跃—从科研到应用的智能产业推动者,2025-01-16,normal,577a24a9bd0da5022c18b12c,专家助手郭,2,0,0,0,https://www.xiaohongshu.com/explore/678861b0000000001c00d25e?xsec_token=ABEMMPbSpInTx3O2VfeSKtyNLlZLeNmo6OQUg1XV3tkYI=
王飞跃,6686b9db000000001f005c98,见到了大名鼎鼎的TIV主编,2024-08-01,normal,6112bd7c0000000001000b0d,SpaceLiner,21,10,2,4,https://www.xiaohongshu.com/explore/6686b9db000000001f005c98?xsec_token=ABt6Q2gLnMAnCTxOvJTLcyzXmNo6PvwQzTUZXR-w5fxcI=
王飞跃,65a2897a00000000110313c7,王飞跃教授平行教育时代需要新教育产业形态,2024-01-13,video,5ccd42c4000000001102433b,松鼠Ai总部拓展张建,6,0,1,8,https://www.xiaohongshu.com/explore/65a2897a00000000110313c7?xsec_token=ABOHkSzjreYaGr2lv_0c-tsjFqUPHbOFFhLZhHe0cxiRs=
王飞跃,66a4f49900000000050207bf,第一本国产14分顶刊TIV即将被踢出SCI,2024-07-27,normal,5eca420200000000010062d7,请叫我李博士,8,4,4,24,https://www.xiaohongshu.com/explore/66a4f49900000000050207bf?xsec_token=ABM1CuqIr1m0LhITkpti1uUKHcRdCwsoXP013KpJ7qd-0=
杨孟飞,6939395e000000001b02563d,航天人物志|杨孟飞：嫦娥五号探月幕后英雄,2025-12-10,normal,67b9ea25000000000e01fdd5,唐唐的太空手记,4,0,1,0,https://www.xiaohongshu.com/explore/6939395e000000001b02563d?xsec_token=ABb_swF8ZGId_T0-FAD577rXa2j0821hsG27MggHGUp6k=
杨孟飞,67dcf2b5000000001c03f801,院士说之杨孟飞,2025-03-22,normal,62c0653f000000001b025aeb,院士来了,2,0,0,0,https://www.xiaohongshu.com/explore/67dcf2b5000000001c03f801?xsec_token=ABEAx5K_e3Uu5tsbIEQ3Q8ayi0WYjcYM427KtHP7zRpF4=
杨孟飞,69aa559c000000001a029be4,海王星环绕探测任务设想,03-06,normal,661288bb0000000017018cf4,RispicLyy烟雨燕,30,0,10,2,https://www.xiaohongshu.com/explore/69aa559c000000001a029be4?xsec_token=ABw-dJzE_IuAydEZOxs2_fBDARM2DMfMFftKSUY76lgQY=
杨孟飞,69819abc000000000a02a6a7,【新书速递】院士爷爷给6-12岁孩子讲航天！,02-03,normal,619edabb000000001000adbe,吉林科学技术出版社,26,45,27,6,https://www.xiaohongshu.com/explore/69819abc000000000a02a6a7?xsec_token=ABzqBT3bmj159_h2ubx00f_fNXyawWfiZO9WMeQmIOe_Q=
杨孟飞,69562878000000002203b694,严肃的研发故事,01-01,normal,6662ce39000000001c0024b8,请叫我杨总,31,7,11,5,https://www.xiaohongshu.com/explore/69562878000000002203b694?xsec_token=ABFAlcPLsRdqS5LKkYLwqZjv41vF8t5rpmCDkWo8V7Uqw=
郑南宁,682febef000000002001c4bb,郑南宁院士给中央政治局的人工智能报告,2025-05-23,normal,5f8bb544000000000101ef57,无涯智库Boundless,11,2,13,10,https://www.xiaohongshu.com/explore/682febef000000002001c4bb?xsec_token=ABfIVbRFBi4Qpr-rcbTQiefaJ14-2MOW61mOLGHyTpVvw=
郑南宁,663c5d61000000001e03aa01,AI大佬院士和他的大佬学生｜一人一学科,2024-05-12,normal,6317338e000000001200ec36,师说新知,84,6,30,25,https://www.xiaohongshu.com/explore/663c5d61000000001e03aa01?xsec_token=ABnlgojJprq8MEoboh3JE5SbYRQl0m8yjbJDqUkezrMyA=
郑南宁,67d90c60000000001c00ee63,西交大三宝：张迈曾 王树国 郑南宁,2025-03-18,normal,61097f67000000000100377c,教育观察家,163,44,27,27,https://www.xiaohongshu.com/explore/67d90c60000000001c00ee63?xsec_token=ABA4M2LxlAOk6T2aaFnjAjUrl8RuYxkPil4FcZDvYlkpw=
郑南宁,68847dc80000000017032216,2025世界人工智能大会 ｜郑南宁院士,2025-07-26,normal,56a3a45ab8c8b46029b0dbc1,小管的科研日记,23,0,16,20,https://www.xiaohongshu.com/explore/68847dc80000000017032216?xsec_token=ABpB6pn8-9Dk6fTLqTJcERhoh4PYVJgz-6f5dTdPW1Hmw=
郑南宁,68b70329000000001c011369,中国工程院院士郑南宁出席人工智能大会,2025-09-02,normal,664ac3fb000000001b018004,五洲名人演讲局,2,0,2,1,https://www.xiaohongshu.com/explore/68b70329000000001c011369?xsec_token=ABK3CHXBCn5RITnN6TOsURsAQ8nS0hPWJ555eblFZZ6Fs=
郑南宁,6811b06400000000230170b2,政治局学习划重点！AI未来看这两大方向,2025-04-30,normal,5ffad68500000000010053e1,大道政途,231,2,351,127,https://www.xiaohongshu.com/explore/6811b06400000000230170b2?xsec_token=ABKayLAPVsqCILJvE4BZvLHQD8INR2Om4Kkqi9V011wmc=
郑南宁,68e876b0000000000700d9e7,郑南宁院士WAIC完整发言：“智能跃迁新方向”,2025-10-10,video,67f51d9e000000000d00abef,科技summit,23,0,22,9,https://www.xiaohongshu.com/explore/68e876b0000000000700d9e7?xsec_token=AB4gBO2BW8KJKmrkuBd-04sOmeFw-dCCYbYvmKUeoIad8=
郑南宁,680ec0c80000000022025133,给政治局讲人工智能的郑南宁院士的报告,2025-04-28,normal,60fd1ecd0000000001006611,告别松鼠症,43,0,69,12,https://www.xiaohongshu.com/explore/680ec0c80000000022025133?xsec_token=ABvN-l-cen2suQeQEfE7WXowRRy76-bl6z2CFWt-1wU-4=
郑南宁,6978bf32000000000e03f7a6,人工智能专家郑南宁院士邀约｜人工智能大会,01-27,normal,664ac3fb000000001b018004,五洲名人演讲局,1,0,1,0,https://www.xiaohongshu.com/explore/6978bf32000000000e03f7a6?xsec_token=ABbJbFQmQii0nJ28y9dZsIJdF68Uuk7YvDbEwV6vjrIKg=
郑南宁,688523c2000000001202ef25,收藏！WAIC2025郑南宁院士谈智能跃迁,2025-07-27,video,6535f4b3000000000400b154,居鲁仕,64,7,94,38,https://www.xiaohongshu.com/explore/688523c2000000001202ef25?xsec_token=ABVGMvjxNZAltDzRv4Mkp4DeWZXoJkkDxS1ltKShXYvP4=
郑南宁,68308baf0000000003038ef3,郑南宁院士给政治局讲人工智能的课件,2025-05-23,normal,605cabe5000000000101dfb6,清华小明（ai财务创业版）,13,0,12,4,https://www.xiaohongshu.com/explore/68308baf0000000003038ef3?xsec_token=ABoX-coUvkRQetHku17lYzbAwLgw5MLOkeQZCvRCArzsw=
郑南宁,694d443d000000001e0229b2,西安交通大学三宝,2025-12-25,normal,64d5dda000000000010063ed,彭晓勇,6,0,2,0,https://www.xiaohongshu.com/explore/694d443d000000001e0229b2?xsec_token=ABP816kW4ytKRUHqT0ZsLaGsgpxcVMWVU5FythHDBynuE=
郑南宁,66793b57000000001c035eda,院士专家工作服务站如何建立,2024-06-24,normal,60fad82a0000000001007874,全球大咖邀约Aileen,1,0,1,0,https://www.xiaohongshu.com/explore/66793b57000000001c035eda?xsec_token=ABJ5X4XoDlzp9CgN83PkyW2dnluK9IxqrVbW4zghtRyHA=
郑南宁,6824714d000000002100eb08,来自院士的礼物,2025-05-14,normal,624c1f400000000010004f1b,跃迁的顾国洪,1,0,0,0,https://www.xiaohongshu.com/explore/6824714d000000002100eb08?xsec_token=ABrqbZkcK3_zXa90-hX630hyRKOmGi9p3hE2MvpQ5O2ns=
郑南宁,66cadd8c000000001d038eaf,中国工程院院士郑南宁鉴赏我们的车子,2024-08-25,normal,64dcb4c30000000001007ce9,万物创客,4,0,1,0,https://www.xiaohongshu.com/explore/66cadd8c000000001d038eaf?xsec_token=ABWq9xXxhjw1Woo8MS8pH4hPu9rmc7ObxS_qaPXudQ19w=
郑南宁,682b1ea9000000002102fad5,陈力丹：新闻传播学面临的学科危机与应对🔖,2025-05-19,normal,5b520bd96b58b75a6ed39eee,青椒弟弟,330,39,232,54,https://www.xiaohongshu.com/explore/682b1ea9000000002102fad5?xsec_token=AB_Hqgrx59BtpLgtGCNZnzLjkFG7eVrdnAeQEg1O-I73U=
郑南宁,68870da8000000001203f7c7,「AI幻觉」绝对是今年WAIC当之无愧的热议词,2025-07-28,normal,6228870a0000000010008e88,量子位,12,0,5,7,https://www.xiaohongshu.com/explore/68870da8000000001203f7c7?xsec_token=ABfAkPF-5OAlN54KY7FtGkXlhrdypUj5P--1CHjLUnxJA=
郑南宁,6456d3d70000000011010d77,西安交通大学郑南宁院士人工智能最高成奖,2023-05-12,normal,6456d11600000000290132cc,沈墨｜书法,166,4,25,9,https://www.xiaohongshu.com/explore/6456d3d70000000011010d77?xsec_token=ABfVb2ZK5g4HRPLlxkY3C5WapRXcoHKgKtG_WX5pMJu_4=
高会军,68b5982a000000001d03a806,中专出身，他逆袭成了欧洲科学院院士！,2025-09-01,normal,650eabbc0000000012005e1f,研识有道,99,46,52,38,https://www.xiaohongshu.com/explore/68b5982a000000001d03a806?xsec_token=ABgZoLBoDGrL0SeW611t0BdKImIwZ14naUquza2szmmSQ=
高会军,676012dc000000001301815d,哈工大院长是中专生,2024-12-16,normal,5b68dbd56d51c90001052739,虎爸咨询,1613,734,324,326,https://www.xiaohongshu.com/explore/676012dc000000001301815d?xsec_token=ABgkOxNiLoE9YnvYsHioldVFNfLLOqTQbtXu0c2Rl02Ek=
高会军,68aa55f5000000001d01cfb1,中专生逆袭为院士候选人：哈工大博导高会军,2025-08-24,normal,678f5710000000000e01d6d4,笺上青山,38,7,23,14,https://www.xiaohongshu.com/explore/68aa55f5000000001d01cfb1?xsec_token=ABOE67vBX2bbazcp9N2tV2P4Bc0CU05qHUga1J5LBMrnI=
高会军,677bd4c6000000001b005d99,他，用十年从中专生到教授！点赞,2025-01-06,normal,632ae0fa0000000023025312,仕察院,247,220,69,38,https://www.xiaohongshu.com/explore/677bd4c6000000001b005d99?xsec_token=ABYE_suA6TFJv3uY_dBeiEjUTTftjseVUlW9PBZwQ3Q-M=
高会军,68ad4899000000001d034813,中专生逆袭博导如今成为院士候选人，,2025-08-26,video,63c5152500000000260064b5,美丽浙江,128,2,57,19,https://www.xiaohongshu.com/explore/68ad4899000000001d034813?xsec_token=ABSU7kaVp6CR1WyTsMYaLQK-7mioE4DBliW6ZmmY1xrfQ=
高会军,6983081b00000000210299db,高会军又添一奖！,02-04,video,6442c3a4000000002a00975c,BUFF控制工程考研,24,0,6,20,https://www.xiaohongshu.com/explore/6983081b00000000210299db?xsec_token=ABJsj0aHML6njSJOnk630_nm42yscyQkVX4C9MTwPFfKo=
高会军,694e796d000000001e006a88,中专到教授再到院士候选人！是谁？,2025-12-26,normal,67134f71000000001d030861,看行业热闹的陆老师,0,0,0,302,https://www.xiaohongshu.com/explore/694e796d000000001e006a88?xsec_token=ABnWzt_W1ev-rRjgZZX9gXC5cQyWBvBMbk954Qj7ZAkuQ=
高会军,696bb357000000002202c9c3,从中专生逆袭到博导的高会军，当选国际学会,01-18,video,602a33350000000001002e15,新疆明明,3,0,0,0,https://www.xiaohongshu.com/explore/696bb357000000002202c9c3?xsec_token=ABYPpHZ96BOszuXNxZP7q7VRECPZraTmi0hyGpPGh9Yz4=
高会军,68abfbd6000000001d02e7fb,,2025-08-25,video,657c49f40000000019012fb3,PhD Signals,16,0,3,2,https://www.xiaohongshu.com/explore/68abfbd6000000001d02e7fb?xsec_token=ABeqEKwFrF_UE2CDCDv88o34YqRaPTtT79YDcv16nRrWw=
高会军,68a85f8f000000001b031b0e,中专生10年成985博导，逆袭院士候选人！,2025-08-22,video,636f853d000000001f01cfb0,教育鹏友圈,13,1,6,1,https://www.xiaohongshu.com/explore/68a85f8f000000001b031b0e?xsec_token=ABZH2221CMYCw7fm4yQiaeEeLR_UbVI-xbAOV4abXN0Uo=
高会军,6541e6e300000000200015bd,中专起点，却是哈工大最年轻博导❗️,2023-11-01,normal,635bc3a0000000001802bd36,木兰姐姐,42,2,23,16,https://www.xiaohongshu.com/explore/6541e6e300000000200015bd?xsec_token=ABLQLE9h1YEly-IE9LWmpCM4soRzAjpXsa5-Q9d9wOI0M=
高会军,694098fb000000001b020ea1,从中专生逆袭为院士候选人,2025-12-16,video,5ebb7d500000000001006785,🤩🤩钱来🤩🤩,27,1,2,2,https://www.xiaohongshu.com/explore/694098fb000000001b020ea1?xsec_token=ABtGgOEzGKkh1wzmFZjzcko3ACgUsEBxc9yybW0zWlpjY=
高会军,612f17320000000021037e85,从中专毕业到博导，从工厂工人到院士,2021-09-01,video,5e8344f40000000001009964,硕博圈,163,21,74,18,https://www.xiaohongshu.com/explore/612f17320000000021037e85?xsec_token=ABfXTgQ7zudCdsvkLVLrGTzGQnur-aRHIfJBuqRF-lalo=
侯增广,67ea24e5000000001a006fb1,康复机器人科研实习（长期有效）,2025-09-22,normal,67e79f900000000006013366,联安,60,13,77,45,https://www.xiaohongshu.com/explore/67ea24e5000000001a006fb1?xsec_token=ABsb9P_P8T2TnZjDcyzRl14fSAJGNPLgUtzQ0oat4dAO0=
侯增广,66d80ea1000000001f03b848,复旦研0选课推荐,2024-09-04,normal,5b704a51f3cbef0001b52856,不回眸一笑行不行,1,5,0,1,https://www.xiaohongshu.com/explore/66d80ea1000000001f03b848?xsec_token=AB1rutzTsKa0b5Oc0QkZrZZPIqDUxLyqNbvHzyCyJ96GU=
侯增广,67d7f40e000000001203e250,西安美院影视动画系研究生导师介绍,2025-03-19,normal,609b3b7f00000000010059af,荷尖考研,24,1,11,8,https://www.xiaohongshu.com/explore/67d7f40e000000001203e250?xsec_token=ABl83SPEXKcManMNvLHr4-xU7h4xIOzZd9I9s4wLTW8s0=
侯增广,67fe823a000000001d022d02,国家自然基金评审专家｜医学部,2025-04-15,normal,5f7e99640000000001007a94,终南山使者,702,38,646,597,https://www.xiaohongshu.com/explore/67fe823a000000001d022d02?xsec_token=AB-M1H01Vs9LD6dDR4OkLgN5RC19Jxvnd2LUd4DwRRlCc=
孙彦广,69c1e9260000000023004b00,青年教师荀攸在辟雍真的很苦了,5天前,normal,6047239400000000010032fc,撒尿鱼丸,937,29,84,13,https://www.xiaohongshu.com/explore/69c1e9260000000023004b00?xsec_token=ABDhyEEs2ofn3Vn4efGkOe6NYCQrUvT2azzbWPOdoOqa0=
孙彦广,69c4aae0000000001d01d3db,国家智库专家单志广：带你读懂数字中国战略,3天前,normal,612e2f6a000000000201f388,典训智库,9,0,7,2,https://www.xiaohongshu.com/explore/69c4aae0000000001d01d3db?xsec_token=ABgfFshwxl9juMmCvc8ieMHheZN5gw_iKnOT6TX4ZmDuA=
辛景民,66c8381a000000001f014563,辛教授交流,2024-08-23,normal,66a45b4d000000000d026c42,辛教授生活,13,3,4,0,https://www.xiaohongshu.com/explore/66c8381a000000001f014563?xsec_token=ABD85iTABKx2mBMXtDo9-Y7NTo20uWRL2q91x7iTI6z0U=
张承慧,698315f40000000028008c49,再更新！2027电气院士冲刺名单，来了！,02-04,normal,627b2491000000002102005d,电气考研书书哥,29,14,8,20,https://www.xiaohongshu.com/explore/698315f40000000028008c49?xsec_token=ABJsj0aHML6njSJOnk630_nhg3tziYC77dL48nGZ5oy-A=
张承慧,681c1a980000000012004d05,张承慧教授团队成果入选国自然资助成果巡礼,2025-05-08,normal,6801fe670000000004032480,小红薯68DADF3A,16,3,2,7,https://www.xiaohongshu.com/explore/681c1a980000000012004d05?xsec_token=ABwNqLjL5dhaf5ad1OjHZ5MwkSPIqNRn5Xq0Tv6PtFkZ0=
张承慧,668189ae000000001f006a5c,院士候选+多个国自然二等奖,2024-07-01,normal,5f768b3e000000000101fea5,青纳,62,3,20,29,https://www.xiaohongshu.com/explore/668189ae000000001f006a5c?xsec_token=ABvyTiUlkYBc5318BVdVJpo3oeie0atN_AhnmzigWZNBQ=
张承慧,6922deb0000000001e010177,控制学科苦难院士候选人，四年以后再战！,2025-11-23,normal,5923021150c4b4387f293a8a,湖南麓研咨询,74,29,16,74,https://www.xiaohongshu.com/explore/6922deb0000000001e010177?xsec_token=ABl7NvvkyKJYr9Zbn1V7L8ABZl37-yMUGUECrjaSGqwEU=
张承慧,6644868b000000001e03b693,985教授，获最高科技奖！,2024-05-15,normal,638c2210000000001f0147d6,科研云（一站式科研服务）,4,0,2,0,https://www.xiaohongshu.com/explore/6644868b000000001e03b693?xsec_token=ABlgGCuOC7Zm7ZVEw8H_yqX6VZILTXsNTtpnxvpwwbhWk=
张承慧,67f9cfd1000000001c03f8ce,国家自然科学基金评审专家｜信息学部,2025-04-12,normal,5f7e99640000000001007a94,终南山使者,515,31,520,525,https://www.xiaohongshu.com/explore/67f9cfd1000000001c03f8ce?xsec_token=ABPAFg8mAZ6voJ68cx0cW_A3KGZ94Ass5jXBnWG04bcIU=
张承慧,698ac5f2000000002801f38e,大牛！电气工程领域 IEEE Fellow名单！,02-10,normal,627b2491000000002102005d,电气考研书书哥,22,0,14,4,https://www.xiaohongshu.com/explore/698ac5f2000000002801f38e?xsec_token=ABuZotp17gYwlRw581SQjIswpAMpVDN-xoDfhzrhundpY=
张承慧,691fc1a6000000001e02bb62,2025中国工程院院士与中国科学院院士增选,2025-11-21,normal,62e524b3000000001f0057ff,竞赛升学指南宝典,95,61,5,45,https://www.xiaohongshu.com/explore/691fc1a6000000001e02bb62?xsec_token=ABR2Yl2LQSbLTMmj46stxaBLOSZhAQDOPtf6686b8n500=
张承慧,69c7ca55000000001f00153a,冯康一门七院士,昨天 20:32,normal,6325b782000000002303bceb,大黄蜂,22,9,7,16,https://www.xiaohongshu.com/explore/69c7ca55000000001f00153a?xsec_token=ABohffE0nP84XM9VLTKRcTkYHVhcjyjrp9zeycLxk1ubM=
陈杰,6852dacd0000000012031766,哈工大 | 和哈工大书记陈杰院士合影啦,2025-06-18,normal,5f58a54d000000000100a27f,zy,92,29,7,2,https://www.xiaohongshu.com/explore/6852dacd0000000012031766?xsec_token=ABGJdJbyehbbnTYKKs6CFOookSgA7k3Wz81hpYUAtB7XY=
陈杰,687f6651000000000d026e14,被#北京大学 录取学生陈杰的学习计划,2025-07-22,normal,63856e2d000000001f015846,兰🍀,7,0,1,0,https://www.xiaohongshu.com/explore/687f6651000000000d026e14?xsec_token=ABkXoWEgqEBDBCgfxnyoq35QjC2_QvTTx5PAM2F02p-bc=
戴琼海,686de072000000002203d381,戴琼海院士：三大奇点决定人工智能未来突破,2025-07-09,normal,65332d59000000002b001ced,上科大曲俞睿,21,14,15,8,https://www.xiaohongshu.com/explore/686de072000000002203d381?xsec_token=AB-ba7TiDYXHiBYf_P0OYQsS4vXFHzoZV0Y--qFLMnDG4=
戴琼海,687899c20000000023004474,戴琼海老师——中国工程院院士,2025-07-17,normal,6505064b0000000016038502,莉莉~,2,2,0,2,https://www.xiaohongshu.com/explore/687899c20000000023004474?xsec_token=ABIVo2e-KdM_XYqRXnLN2qrV8TxbFR3OpI2r9Nklxxymc=
戴琼海,68c42332000000001d023131,清华方璐-戴琼海Nature compute:全光非线性,2025-09-12,normal,5e5372c40000000001008f6c,感存算一体,135,19,96,238,https://www.xiaohongshu.com/explore/68c42332000000001d023131?xsec_token=ABHbYnhG9QIODATrnP1e2WfXvoECj2EHc9bgV8bncmHag=
戴琼海,68a31f13000000001d0291db,清华戴琼海院士：全模拟光电神经网络芯片,2025-08-18,normal,5e5372c40000000001008f6c,感存算一体,131,9,104,91,https://www.xiaohongshu.com/explore/68a31f13000000001d0291db?xsec_token=ABjO59Wm13ierUsqMTvzTyvYY7uKEoTDHDTh7XPsCSLuo=
戴琼海,699802d2000000001b017ac0,戴琼海院士Science：天文成像的探测极限,02-20,normal,5e5372c40000000001008f6c,感存算一体,111,29,105,148,https://www.xiaohongshu.com/explore/699802d2000000001b017ac0?xsec_token=ABE1dhsrFHq3HfQRpd9tLMuXGlDWFKJN5HbITVLRxVU88=
戴琼海,698d54f3000000001a032e90,Nature新一期：戴琼海，丁世谦，王剑威等,02-12,normal,5e5372c40000000001008f6c,感存算一体,45,1,23,31,https://www.xiaohongshu.com/explore/698d54f3000000001a032e90?xsec_token=ABjWoysGSILERaB0I7onw-url3uBfttcX8iU234iUPogs=
戴琼海,68c82d57000000001d02588c,清华大学戴琼海院士团队：衍射张量化单元,2025-09-15,normal,675ce61e0000000015007c64,optics光学世界,6,0,7,6,https://www.xiaohongshu.com/explore/68c82d57000000001d02588c?xsec_token=AB2abTOnrLJhPiztYck__K_hIjuoa6gi0lKnhO4N1svro=
戴琼海,69c7b5f0000000002003aa74,西湖大学工学院（电子科学与技术）夏令营,昨天 19:05,normal,62d006ee000000000e00cefc,疯木林,6,1,1,1,https://www.xiaohongshu.com/explore/69c7b5f0000000002003aa74?xsec_token=ABohffE0nP84XM9VLTKRcTkYMta6TENqyu_VC958DClrs=
戴琼海,694df364000000001e034010,人工智能院士戴琼海出席机器人开发者大会,2025-12-26,normal,66693bc3000000001c00265c,五洲丨全球名人经纪人,4,0,1,1,https://www.xiaohongshu.com/explore/694df364000000001e034010?xsec_token=ABP816kW4ytKRUHqT0ZsLaGn6fFbJ8ZOP-Emf7eVRq6II=
戴琼海,69664c8a000000000a03d672,🇨🇳清华博士后/ 实习生招聘 ｜清华院士团队,01-13,normal,618088d5000000001000d4d3,特别夏南半球记.,5,6,12,15,https://www.xiaohongshu.com/explore/69664c8a000000000a03d672?xsec_token=ABGA1G8F7V_8dysqWZXhf3XqeXr8lyEChvNki06NEN-EI=
